slug,title,id,volume,closed,archived,has_context,context_len,context_updated_at,context_requires_regen,context_description,linkup_annotations,scrape_error
ethereum-above-on-february-3,Ethereum above ___ on February 3?,190522,3445085.674544,True,False,False,0,,,,0,
another-us-strike-on-venezuela-on,Another US strike on Venezuela on...?,140738,3443461.437423,True,False,False,0,,,,0,
lol-t1-dk-2026-01-31,LoL: T1 vs Dplus KIA (BO5) - LCK Cup Group Stage,187438,3441481.481606,True,False,False,0,,,,0,
nba-nyk-phi-2026-01-24,Knicks vs. 76ers,172318,3440954.503212,True,False,False,0,,,,0,
nfl-lac-den-2026-01-04,Chargers vs. Broncos,115292,3440802.903793,True,False,False,0,,,,0,
us-strike-on-mexico-by,US strike on Mexico by...?,143642,3437235.894986002,False,False,True,922,2026-08-03T14:31:00.183Z,False,"US counter-narcotics operations have focused on maritime strikes against suspected drug vessels in the Caribbean and eastern Pacific since late 2025, with several incidents involving Mexican nationals, while President Trump has repeatedly signaled potential land-based action against cartels inside Mexico. Mexico’s government under President Sheinbaum has rejected unilateral US military intervention, citing sovereignty concerns, and emphasized bilateral cooperation that produced measurable reductions in fentanyl flows. Congressional opposition, deep economic interdependence via USMCA trade, and risks of cartel retaliation or escalated violence have constrained escalation. Cartel leadership losses, including the February 2026 death of CJNG leader El Mencho during a Mexican operation, and ongoing sea interdictions continue to shape assessments of whether ground strikes materialize by year-end resolution windows.",0,
nba-mil-orl-2026-02-11,Bucks vs. Magic,199328,3436316.108488,True,False,False,0,,,,0,
which-party-will-control-the-us-senate-after-the-2024-election,Senate control after 2024 election?,902520,3436225.224128,True,False,False,0,,,,0,
battle-of-the-sexes-aryna-sabalenka-vs-nick-kyrgios,Battle of the Sexes: Aryna Sabalenka vs Nick Kyrgios,79933,3433439.856973,True,False,False,0,,,,0,
nba-bkn-det-2026-02-01,Nets vs. Pistons,189422,3432210.606168,True,False,False,0,,,,0,
nba-okc-cle-2026-01-19,Thunder vs. Cavaliers,161572,3432188.393547,True,False,False,0,,,,0,
nba-cha-ind-2026-02-26,Hornets vs. Pacers,219124,3428441.353688,True,False,False,0,,,,0,
nba-por-cle-2025-12-03,Trail Blazers vs. Cavaliers,91678,3427410.509547,True,False,False,0,,,,0,
nba-mil-orl-2026-02-09,Bucks vs. Magic,197551,3420715.143719,True,False,False,0,,,,0,
nba-orl-tor-2025-12-29,Magic vs. Raptors,119323,3420071.309358,True,False,False,0,,,,0,
nba-chi-bos-2026-02-11,Bulls vs. Celtics,199331,3418582.672485,True,False,False,0,,,,0,
lol-kc-dcg-2026-06-27,LoL: Karmine Corp vs Deep Cross Gaming (BO5) - Mid-Season Invitational Play-In,598143,3416832.832323999,True,False,True,672,2026-06-18T02:21:43.703Z,True,"Karmine Corp enters the MSI 2026 Play-In Bo5 as LEC Spring runners-up after a strong 7-2 regular season and playoff run that featured consistent wins over Movistar KOI and GIANTX, backed by a stable roster of Canna, Yike, kyeahoo, Caliste, and Busio under Reapered. Deep Cross Gaming qualified via LCP 2026 results, including strong Split 1 and Split 2 finishes with high win rates and individual standouts like Flauren, Feng, and POP9, but the Pacific region typically trails LEC in international matchups. No major roster changes or injuries affect either side ahead of the June 28 series, where KC’s recent form and regional experience shape the heavy trader consensus.",0,
lal-rea-bar-2025-10-26,Real Madrid vs. Barcelona,58796,3415159.467548,True,False,False,0,,,,0,
nba-ind-cle-2025-05-13,Pacers vs. Cavaliers,24286,3412714.226537,True,False,False,0,,,,0,
what-will-trump-say-during-the-state-of-the-union-address,What will Trump say during the State of the Union address?,137384,3412379.60754,True,False,False,0,,True,,0,
elon-musk-of-tweets-april-11-18-628,Elon Musk # of tweets April 11-18?,22635,3412216.440359,True,False,False,0,,,,0,
nba-atl-phi-2026-02-19,Hawks vs. 76ers,207677,3409858.777678,True,False,False,0,,,,0,
nfl-bal-kc-2025-09-28,Ravens vs. Chiefs,47512,3408241.130658,True,False,False,0,,,,0,
what-price-will-bitcoin-hit-november-24-30,What price will Bitcoin hit November 24-30?,88906,3407205.540513,True,False,False,0,,,,0,
nba-chi-det-2025-11-12,Bulls vs. Pistons,74488,3405610.747392,True,False,False,0,,,,0,
elon-musk-of-tweets-september-30-october-7,"Elon Musk # tweets September 30 - October 7, 2025?",50525,3404144.119531,True,False,False,0,,,,0,
nba-lac-por-2026-04-10,Clippers vs. Trail Blazers,343279,3403923.098545996,True,False,True,817,2026-04-11T06:32:26.259Z,True,"In this pivotal late-season Western Conference clash for play-in tournament positioning, Portland hosts the Clippers at Moda Center with a 40-40 record trailing LA's 41-39 by one game entering Friday. Trail Blazers boast a strong 22-17 home mark, winning five of their last six at the arena, offsetting absences of Damian Lillard (torn Achilles, season), Jerami Grant (calf, out until at least April 12), Shaedon Sharpe (26 games missed), and Vit Krejci (calf, day-to-day). Clippers near full strength sans Bradley Beal and Yanic Konan Niederhauser (season-ending), Isaiah Jackson (ankle), and possible Darius Garland limitation, holding a 2-1 season series edge including a December rout. Recent injury reports from the past 24 hours highlight mutual depth tests amid high-stakes implications for No. 8 seed control.",0,
nba-cle-orl-2026-01-24,Cavaliers vs. Magic,172324,3403180.609471,True,False,False,0,,,,0,
what-will-trump-and-elon-say-during-their-feb-18-interview,What will Trump/Elon say during Hannity interview?,18652,3402870.114153,True,False,False,0,,,,0,
will-joe-pardon-hunter-biden,Will Joe pardon Hunter Biden?,10882,3401720.780293,True,False,False,0,,,,0,
nba-uta-chi-2026-01-14,Jazz vs. Bulls,151185,3401640.029204,True,False,False,0,,,,0,
nba-nyk-tor-2026-03-03,Knicks vs. Raptors,230084,3401054.418456,True,False,False,0,,,,0,
bun-wer-bay-2026-02-14,SV Werder Bremen vs. FC Bayern München,194780,3400921.570359,True,False,False,0,,,,0,
nba-min-orl-2026-04-08,Timberwolves vs. Magic,336057,3399462.7076360015,True,False,True,759,2026-04-09T03:32:13.272Z,True,"The Minnesota Timberwolves enter their April 8 matchup against the Orlando Magic severely shorthanded after clinching a Western Conference playoff berth, with Anthony Edwards ruled out (right knee injury maintenance), Rudy Gobert and Mike Conley sidelined for rest, Julius Randle absent (right hand soreness), and Ayo Dosunmu unavailable (rest/knee management). Orlando, riding a three-game win streak and seventh in the tight Eastern Conference play-in race at 43-36, leverages home-court edge at Kia Center following a 119-92 rout of Minnesota on March 7. The Magic's recent 5-5 form over 10 games contrasts the Wolves' 5 losses in 7, amplifying trader focus on Orlando's motivation versus Minnesota's load management amid end-of-season roster preservation.",0,
lol-edg-blg-2026-06-03,LoL: EDward Gaming vs Bilibili Gaming (BO5) - LPL Playoffs,541532,3399158.9018749995,True,False,True,700,2026-06-03T17:31:02.255Z,True,"Bilibili Gaming enters the LPL Split 2 Playoffs lower-bracket best-of-five as the overwhelming favorite against EDward Gaming, reflecting traders' assessment of recent form, roster depth, and historical matchups. BLG has posted stronger regular-season results and holds a higher world ranking, while EDG has shown inconsistency in the current split. The lower-bracket setting raises elimination stakes for EDG, whose path requires an upset against a side that has dominated head-to-head series in prior LPL meetings. No major roster changes or injury reports have altered the matchup outlook in the past week, keeping focus on in-game execution and draft adaptability across the potential five games.",0,
elon-musk-of-tweets-may-30-june-6,Elon Musk # of tweets May 30 - June 6?,25570,3397266.960208,True,False,False,0,,,,0,
nfl-ind-lac-2025-10-19,Colts vs. Chargers,58317,3395467.118822,True,False,False,0,,,,0,
bitcoin-above-on-june-23-2026,Bitcoin above ___ on June 23?,601566,3395263.9302020026,True,False,False,0,,,,0,
cs2-tl1-vit-2026-07-24,Counter-Strike: Liquid vs Vitality (BO3) - BLAST Bounty Qualifier,715118,3395235.4183260007,True,False,True,800,2026-07-17T22:00:15.455Z,True,"Team Liquid faces a steep challenge against Vitality in the BLAST Bounty 2026 Season 2 qualifier BO3, with Vitality holding a dominant historical head-to-head edge and far superior recent form. Vitality enters as one of the top-ranked squads globally, boasting consistent deep runs and titles throughout 2026 despite occasional major-stage setbacks, powered by stars like ZywOo and a stable core under coach XTQZZZ. Liquid sits much lower in VRS rankings around 28th, with a roster that has shown limited momentum and faces stylistic mismatches on most maps. No major roster moves or injuries have altered either lineup recently, leaving Vitality's map pool control, execution, and experience as the primary drivers of trader consensus favoring them heavily in this online European qualifier matchup.",0,
nba-sac-cle-2026-01-23,Kings vs. Cavaliers,170328,3394556.470275,True,False,False,0,,,,0,
lol-g2-kc-2026-07-26,LoL: G2 Esports vs Karmine Corp (BO3) - LEC Regular Season,695800,3394145.145895995,True,False,True,772,2026-07-12T18:00:31.096Z,True,"G2 Esports and Karmine Corp renew their intense LEC rivalry in this early Summer regular season BO3 during Karmine Corp’s hosted Paris Roadtrip on July 26. G2 enters as defending Spring Split champions after a hard-fought 3-2 grand finals victory over KC in June, leveraging consistent playoff execution from core players like Caps, SkewMond, and BrokenBlade. KC posted strong regular-season results across prior splits and benefits from home-crowd energy at the adidas arena, though they have struggled to close series against G2 in recent high-stakes matchups. With Summer standings at 0-0 and limited prior form, the series hinges on early adaptation, draft priorities, and whether KC can leverage their Paris venue advantage against G2’s proven late-series resilience.",0,
nba-mia-tor-2026-04-09,Heat vs. Raptors,339696,3393932.5512219984,True,False,True,833,2026-04-10T08:48:02.438Z,True,"Toronto Raptors hold a commanding edge in their back-to-back series against the Miami Heat, following a dominant 121-95 home victory on April 7 that propelled them toward a potential playoff sweep. With records at 44-35 versus Miami's 41-38 entering the April 9 rematch at Scotiabank Arena, Toronto benefits from home-court advantage, healthier rotation, and surging form from Scottie Barnes and Brandon Ingram amid Eastern Conference playoff positioning battles. Miami faces back-to-back fatigue, key absences like Terry Rozier (out, personal/gambling probe) and Nikola Jovic (out, back), plus questionable statuses for Norman Powell (groin) and Dru Smith (foot), despite Tyler Herro's availability. Raptors' frontcourt depth and defensive momentum reflect trader consensus on their favored status in this crucial late-season clash.",0,
nba-orl-tor-2026-03-29,Magic vs. Raptors,300000,3392142.335627016,True,False,True,787,2026-03-30T03:47:19.777Z,True,"Orlando Magic head to Scotiabank Arena as road underdogs against the Toronto Raptors in a pivotal late-season Eastern Conference clash, with Toronto at 41-32 (fifth place) holding home-court advantage over Orlando's 39-34 mark (eighth). Magic's trader sentiment faces headwinds from key injuries per the March 28 report: Franz Wagner (ankle, out until March 31), Anthony Black (left abdominal strain, out), and Jonathan Isaac (knee, out), thinning their wing depth and forcing heavier minutes on Paolo Banchero amid a playoff push. Raptors counter without Immanuel Quickley (foot, out) but leverage Scottie Barnes' versatility and recent form after a loss; Orlando stole a 130-120 win in January's head-to-head, though Toronto's transition attack looms large in the tight standings race.",0,
mlb-chc-mil-2025-10-06,Cubs vs. Brewers,54398,3391829.274326,True,False,False,0,,,,0,
next-president-of-suriname,Next President of Suriname ,24213,3390278.521897,True,False,False,0,,,,0,
where-will-david-njoku-play-in-2026-27,Where will David Njoku play in 2026-27?,241851,3389234.973134,True,False,True,855,2026-06-03T12:45:56.613Z,True,"David Njoku’s May 2026 signing of a one-year contract with the Los Angeles Chargers has locked in near-unanimous trader consensus on that destination for the 2026 season. After nine years and the end of his Browns tenure, the Pro Bowl tight end chose the Chargers to pair with quarterback Justin Herbert under offensive coordinator Mike McDaniel and head coach Jim Harbaugh, adding a proven veteran target to an already developing tight-end room that includes Oronde Gadsden II. The deal, reported at up to $8 million with roughly $850,000 guaranteed, reflects both Njoku’s free-agent market and the Chargers’ cap-efficient approach. While the short-term pact theoretically leaves room for a midseason trade or other roster adjustment, no such developments have emerged, and the binding agreement makes any departure before or during 2026 highly unlikely.",0,
nba-mil-lal-2026-01-09,Bucks vs. Lakers,140938,3388605.931268,True,False,False,0,,,,0,
which-countries-will-join-the-board-of-peace-by-march-31,Which countries will join the Board of Peace by March 31?,178011,3387298.452611,True,False,True,886,2026-04-01T08:02:17.865Z,True,"**Trump's Board of Peace initiative, chartered at Davos in January 2026 to oversee Gaza reconstruction and broader peacekeeping under UN Security Council Resolution 2803, secured 25 founding members including the United States, Israel, Saudi Arabia, UAE, Jordan, Egypt, Indonesia, Pakistan, Turkey, Hungary, and Bulgaria.** No new countries joined in the past 30 days, as escalations in the Iran war prompted Indonesia to pause engagements and reject a reported $1 billion membership fee, while Western allies like France, Germany, UK, Norway, Sweden, and Ukraine declined invitations citing Trump's lifetime chairmanship and veto authority. With the March 31 deadline elapsed, official announcements will determine resolutions, but trader consensus implies low probabilities for additional accessions from holdouts like India or Brazil amid funding disputes and diplomatic hesitations.",0,
cricipl-guj-raj-2026-05-29,Indian Premier League: Gujarat Titans vs Rajasthan Royals,533104,3386782.2120209965,True,False,True,868,2026-05-29T19:46:06.596Z,True,"Gujarat Titans enter Qualifier 2 against Rajasthan Royals with a strong historical edge, having won seven of the ten prior IPL meetings, though Rajasthan arrives with fresh momentum after eliminating Sunrisers Hyderabad behind teenager Vaibhav Sooryavanshi’s explosive 97 off 29 balls. Both sides reached the playoffs with similar records but contrasting recent form: Gujarat rebounded from mid-season inconsistency while Rajasthan leaned on its top-order firepower and new-ball attack featuring Jofra Archer. The high-scoring Mullanpur pitch favors aggressive batting, with Gujarat’s top three of Shubman Gill, Sai Sudharsan, and Jos Buttler carrying significant responsibility against Rajasthan’s pace options. Rajasthan’s middle-order vulnerabilities and Gujarat’s proven death-over execution remain key variables in this winner-takes-all contest for a final berth.",0,
nba-nyk-ind-2025-05-31,Knicks vs. Pacers,25497,3384970.692397,True,False,False,0,,,,0,
nba-sac-ind-2025-12-08,Kings vs. Pacers,95766,3384969.681962,True,False,False,0,,,,0,
what-price-will-bitcoin-hit-february-2-8,What price will Bitcoin hit February 2-8?,196240,3381184.102613,True,False,False,0,,,,0,
lal-rea-rso-2026-02-14,Real Madrid CF vs. Real Sociedad de Fútbol,195155,3378341.372574,True,False,False,0,,,,0,
atp-musetti-djokovi-2026-01-28,Australian Open Men's: Lorenzo Musetti vs Novak Djokovic,189191,3378199.348884,True,False,False,0,,,,0,
wta-shnaide-chwalin-2026-06-04,Roland Garros WTA: Diana Shnaider vs Maja Chwalinska,555621,3375945.873328991,True,False,True,672,2026-06-04T19:16:19.873Z,True,"Diana Shnaider enters the Roland Garros semifinal on strong recent form after overcoming a set and double-break deficit to defeat world No. 1 Aryna Sabalenka 3-6, 7-5, 6-0 in the quarterfinals, showcasing improved aggression and resilience on clay. Qualifier Maja Chwalinska has produced an unexpected run to her first major semifinal, relying on defensive consistency, slice variety, and drop-shot tactics to dispatch higher-ranked opponents through the draw. Both players bring contrasting styles to Court Philippe Chatrier, with Shnaider’s power and experience at big stages facing Chwalinska’s ability to extend rallies and disrupt rhythm in a best-of-three encounter.",0,
nhl-nsh-pit-2025-11-16,Predators vs. Penguins,62233,3375143.595505,True,False,False,0,,,,0,
ethereum-all-time-high-by-march,Ethereum all time high by March 31?,15900,3372208.713829,True,False,False,0,,,,0,
lol-hle1-gen-2026-04-18,LoL: Hanwha Life Esports vs Gen.G (BO3) - LCK Rounds 1-2,370491,3372112.124816002,True,False,True,822,2026-04-18T13:17:11.721Z,True,"Hanwha Life Esports rides a three-series win streak into this LCK Rounds 1-2 BO3 clash, boasting an 80% series win rate and second-place standing behind undefeated KT Rolster, fueled by dominant recent victories over DN SOOPers, BNK FEARX, and Dplus KIA. Gen.G sits third at 60% series wins with a 7-4 game record, but recent losses to top squads like KT and DK highlight struggles against elite macro and sidelane pressure, despite a perfect LCK Cup group stage. Head-to-head history favors Gen.G, including a 3-0 Cup rout of HLE in February, though Kiin-Zeus top lane tilts toward HLE's current form. Stable rosters feature HLE's Canyon-Zeka engine versus Gen.G's Chovy-Kanavi core; the ongoing patch rewards aggressive tempo swings and teamfight setups, amplifying both squads' strengths amid tight playoff positioning.",0,
bitcoin-above-on-november-18,Bitcoin above ___ on November 18?,79011,3371989.702565,True,False,False,0,,,,0,
next-prime-minister-of-sweden,Next Prime Minister of Sweden,166435,3371148.748799,False,False,True,792,2026-08-03T16:01:21.421Z,True,"Social Democratic leader Magdalena Andersson holds a commanding lead in the market for Sweden’s next prime minister, reflecting consistent polling that places her party well ahead of the governing Moderates ahead of the September 11, 2026, parliamentary election. Recent surveys show the Social Democrats near 33 percent while the Moderates hover around 17 percent, a gap that has widened amid dissatisfaction with the current four-party center-right coalition’s handling of economic and integration issues. Traders appear to price in a likely return to a left-leaning government, with limited probability assigned to Ulf Kristersson retaining the post or smaller parties such as the Sweden Democrats securing the role. No major last-minute shifts have altered this consensus in recent weeks.",0,
nba-dal-cha-2026-03-03,Mavericks vs. Hornets,230076,3368045.00359,True,False,False,0,,,,0,
what-price-will-solana-hit-in-april-2026,What price will Solana hit in April?,334573,3367274.357910001,True,False,False,0,,,,0,
nba-cle-atl-2026-04-10,Cavaliers vs. Hawks,343265,3365120.9881890044,True,False,True,735,2026-04-11T09:02:13.093Z,True,"Cleveland Cavaliers head to Atlanta for a regular-season finale rematch after edging the Hawks 122-116 at home on April 8, but trader consensus reflects major uncertainty with Donovan Mitchell (right ankle injury management) and Jarrett Allen (knee) ruled out, alongside Sam Merrill and Thomas Bryant sidelined. The Cavaliers (51-29), locked into a top Eastern Conference playoff seed, prioritize rest amid a grueling schedule, thinning their rotation against a Hawks squad (45-35) hungry for play-in positioning at State Farm Arena. Atlanta's home-court edge and cleaner injury report—limited to reserves like Jock Landale—bolster their chances, though Cleveland's depth and recent form could still fuel an upset despite the absences.",0,
israel-x-hamas-ceasefire-by-september-15,Israel x Hamas ceasefire by September 15?,34735,3363702.359818,True,False,False,0,,,,0,
next-government-of-australia,Next Government of Australia ,23633,3362977.536579,True,False,False,0,,,,0,
hart-trophy-winner,Hart Trophy Winner,16789,3362047.492999,True,False,False,0,,,,0,
dota2-liquid-flc-2026-04-25,Dota 2: Team Liquid vs Team Falcons (BO3) - PGL Wallachia Playoffs,416558,3360420.6502079926,True,False,True,778,2026-05-21T22:17:29.069Z,True,"Team Falcons entered this PGL Wallachia Season 8 lower-bracket BO3 with strong momentum after clean 2-0 victories over PARIVISION and Team Spirit, showcasing precise execution and adaptive drafting that countered Liquid’s early-game aggression. Liquid, ranked among the world’s top squads, had just eliminated South America Rejects 2-0 but faced a stylistic mismatch against Falcons’ coordinated mid-to-late-game control. Recent patch adjustments favored teams strong in objective control and hero bans like Lone Druid and Windranger, areas where Falcons demonstrated improvement. The elimination setting and best-of-three format placed heavy emphasis on individual map drafts and momentum swings, with both sides drawing on deep head-to-head experience in European competition.",0,
dfb-bay-stu-2026-05-23,FC Bayern München vs. VfB Stuttgart,420792,3360287.703233996,True,False,True,773,2026-05-24T00:01:42.914Z,True,"Bayern Munich enter the DFB-Pokal final as overwhelming favorites due to their status as Bundesliga champions, superior squad depth, and dominant recent form that includes a 4-2 league victory over Stuttgart in April. The Bavarians have won 31 of the last 40 meetings against the Swabians, reflecting consistent superiority in head-to-head records and home/away splits. Stuttgart sit fourth in the standings with solid attacking output but face a significant quality gap against Vincent Kompany’s side, which features in-form attackers like Harry Kane. While cup finals carry inherent upset potential through set-piece variance or key absences such as goalkeeper Manuel Neuer, the current pricing reflects the consensus on Bayern’s clear edge in squad quality and momentum.",0,
cs2-faze-ts7-2026-08-01,Counter-Strike: FaZe vs Spirit (BO3) - BLAST Bounty Playoffs,778598,3359744.270822001,True,False,True,681,2026-08-01T15:30:58.129Z,True,"Spirit enters the BLAST Bounty 2026 semifinals as the higher-ranked roster with superior recent form, led by standout performers such as donk and zont1x who have powered a strong run through online qualifiers and the bracket. FaZe counters with a veteran core including Twistzz and frozen, emphasizing disciplined map control and tactical execution after advancing past The MongolZ. Both squads arrive with four wins in their last five series, setting up a competitive best-of-three where map pool familiarity, individual duels on key stages like Ancient and Anubis, and adaptation to the Malta stage environment will shape the outcome. The winner advances to Sunday’s grand final.",0,
lol-ig1-nip-2026-02-10,LoL: Invictus Gaming vs Ninjas in Pyjamas (BO5) - LPL Knights Rivals,201373,3359329.155743,True,False,False,0,,,,0,
nba-den-chi-2026-02-07,Nuggets vs. Bulls,195474,3355711.785273,True,False,False,0,,,,0,
lol-tes-blg-2025-10-25,LoL: Top Esports vs Bilibili Gaming (BO3),64653,3355319.658023,True,False,False,0,,,,0,
bitcoin-above-on-june-26-2026,Bitcoin above ___ on June 26?,612273,3354175.3786259983,True,False,False,0,,,,0,
nba-det-bos-2025-12-15,Pistons vs. Celtics,100943,3351751.296186,True,False,False,0,,,,0,
lol-t1-mkoi-2025-10-25,LoL: T1 vs Movistar KOI (BO3),64657,3350979.200992,True,False,False,0,,,,0,
when-will-the-us-next-strike-iran-week,When will the US next strike Iran? (Week),211873,3350620.414981,True,False,False,0,,True,,0,
nba-mia-chi-2026-01-08,Heat vs. Bulls,138795,3348461.189479,True,False,False,0,,,,0,
which-countries-will-send-warships-through-the-strait-of-hormuz-by-april-30,Which countries will send warships through the Strait of Hormuz by April 30?,313720,3348275.8771240003,True,False,True,837,2026-05-01T07:19:09.724Z,True,"Amid the 2026 Strait of Hormuz crisis sparked by the US-Iran war, US Navy guided-missile destroyers USS Frank E. Peterson Jr. and USS Michael Murphy transited the strait on April 11 to launch mine-clearing operations against Iranian-laid mines, marking the first confirmed major warship passage since escalation. This action, announced by US Central Command, underscores American enforcement of a naval blockade disrupting over 20% of global oil flows, with shipping traffic reduced to a trickle. Despite a coalition of over 40 countries forming in early April and plans from Britain, France, Germany, and Japan for minesweeper deployments, no other nations confirmed warship transits by the April 30 deadline, reflecting allied hesitation amid ceasefire talks in Pakistan. Resolution hinges on official tracking data verifying passages.",0,
nfl-bal-buf-2025-01-19,Ravens vs. Bills,16699,3346564.385142,True,False,False,0,,,,0,
ucl-gal1-juv-2026-02-17,Galatasaray SK vs. Juventus FC,197747,3345711.412532,True,False,False,0,,,,0,
bitcoin-above-on-november-27,Bitcoin above ___ on November 27?,86289,3345102.086236,True,False,False,0,,,,0,
march-inflation-us-annual,March Inflation US - Annual,208170,3344780.048015995,True,False,True,791,2026-04-10T15:17:29.395Z,True,"Trader consensus on Polymarket has locked in a 100% implied probability for March 2026 US annual CPI inflation at ≥2.8%, directly reflecting the Bureau of Labor Statistics' official release on April 10 showing a 3.3% year-over-year rise—the sharpest since May 2024 and up from February's 2.4%. This surge stems from a 0.9% monthly jump, driven primarily by energy costs soaring 10.9% month-over-month, with gasoline spiking 21.2% amid geopolitical tensions including the Iran conflict, overshadowing softer core CPI at 2.6% YoY. While revisions to preliminary data in future BLS updates pose the only realistic challenge to this near-certainty, the skin-in-the-game pricing underscores unassailable resolution positioning ahead of the May 12 April CPI report and FOMC rate path reassessment.",0,
trump-margin-of-victory-in-south-carolina-primary,Trump Margin of Victory in South Carolina Primary?,903327,3344528.58,True,False,False,0,,,,0,
bitcoin-above-on-november-7,Bitcoin above ___ on November 7?,69762,3344276.850396,True,False,False,0,,,,0,
nba-was-mia-2026-04-04,Wizards vs. Heat,321665,3343945.2838799986,True,False,True,711,2026-04-05T03:16:49.087Z,True,"Miami Heat hold a significant edge over the struggling Washington Wizards in trader consensus for their recent matchup at Kaseya Center, driven by Washington's league-worst 17-59 record and extensive injury report listing 10 players, including Alex Sarr (toe) and others questionable with heel and foot issues. The Heat, sitting at 40-37 and vying for an Eastern Conference play-in spot, leveraged home-court advantage despite key absences like Tyler Herro (personal reasons), Norman Powell (illness), and Terry Rozier (not with team). Wizards' poor recent form, including losses to top teams, contrasted Heat's late-season motivation amid a tough road schedule ahead, highlighting rest and matchup disparities.",0,
nba-phi-tor-2026-01-11,76ers vs. Raptors,145173,3343532.048858,True,False,False,0,,,,0,
ethereum-above-3500-on-december-6,"Ethereum above $3,500 on December 6?",14889,3343350.705818,True,False,False,0,,,,0,
cbb-ala-mich-2026-03-27,Alabama Crimson Tide vs. Michigan Wolverines,298735,3342296.4695960013,True,False,True,854,2026-03-28T04:55:51.932Z,True,"No. 1 seed Michigan Wolverines enter the NCAA Tournament Sweet 16 as trader consensus heavy favorites against No. 4 seed Alabama Crimson Tide, buoyed by their dominant 33-3 regular season, Big Ten regular-season title, and convincing first- and second-round victories marked by elite defense that stifles high-tempo offenses. Alabama advanced with offensive explosions over lower seeds but faces major hurdles without suspended second-leading scorer Aden Holloway—out due to an off-court incident—plus injuries to Davion Hannah, Keitenn Bristow, and Collins Onyejiaka, thinning their backcourt depth. Michigan's Winters Grady remains sidelined with a lower-leg issue, but their balanced attack and pace control in Chicago's neutral site tilt sentiment decisively, emphasizing the Tide's chaos versus the Wolverines' structure in this March Madness clash.",0,
cfb-ala-aubrn-2025-11-29,Alabama vs. Auburn,88572,3339441.695057,True,False,False,0,,,,0,
nfl-dal-nyj-2025-10-05,Cowboys vs. Jets,50932,3338321.704291,True,False,False,0,,,,0,
cs2-fal2-mnte-2026-06-13,Counter-Strike: Team Falcons vs Monte (BO3) - IEM Cologne Major Stage 3,588372,3337540.805495,True,False,False,0,,,,0,
nba-mia-phx-2026-01-25,Heat vs. Suns,174571,3336168.414553,True,False,False,0,,,,0,
nba-chi-min-2026-01-22,Bulls vs. Timberwolves,168136,3335397.630666,True,False,False,0,,,,0,
nba-hou-por-2026-01-07,Rockets vs. Trail Blazers,136924,3334768.396848,True,False,False,0,,,,0,
nba-gsw-mem-2026-02-25,Warriors vs. Grizzlies,216950,3334668.848261,True,False,False,0,,,,0,
nba-phx-lal-2026-04-10,Suns vs. Lakers,343282,3333939.2425469994,True,False,True,894,2026-04-11T07:02:47.639Z,True,"Lakers hold a commanding edge in Western Conference standings at roughly 50-29 versus Suns' 44-36 play-in position, fueling trader consensus for their home matchup at Crypto.com Arena amid late-season playoff push. Suns' injury report lists Devin Booker out for right ankle management, Jordan Goodwin sidelined by left ankle sprain, and others like Jalen Green questionable with knee issue, forcing a new starting lineup and exposing depth concerns. Lakers counter absences of Luka Doncic (hamstring), Austin Reaves, and Jaxson Hayes but boast LeBron James' availability after recent double-doubles; Marcus Smart is day-to-day with ankle. Both on standard rest post-back-to-backs avoided, recent Suns form mixed with a key win clinching No. 7 seed, while Lakers seek rebound from Thunder loss. Head-to-head favors Suns' December rout, but home-court and Suns' star depletion tilt probabilities.",0,
premier-league-top-4-finishers,Premier League: Top 4 finishers,12851,3332732.248021,True,False,False,0,,,,0,
trump-declassifies-new-ufo-files-by,Trump declassifies new UFO files by...?,462467,3332283.961751996,True,False,True,816,2026-05-19T00:31:20.437Z,True,"President Trump's February 2026 directive instructed the Pentagon and other agencies to identify and release government records on unidentified anomalous phenomena, or UAP, along with any related extraterrestrial information. This order prompted the Department of War to launch the Presidential Unsealing and Reporting System for UAP Encounters, resulting in the first public batch of declassified documents, photos, and videos posted on May 8, 2026. Additional materials are scheduled for release on a rolling basis every few weeks as reviews continue across multiple agencies. Congressional interest from members focused on greater transparency has reinforced the process, while the scope of reviewing decades of records introduces timing uncertainty that shapes trader views on when further disclosures may occur.",0,
bitcoin-above-on-june-3-2026,Bitcoin above ___ on June 3?,531167,3332230.2131889965,True,False,False,0,,,,0,
elon-musk-of-tweets-march-26-march-28,"Elon Musk # tweets March 26 - March 28, 2026?",300283,3331485.847212002,True,False,True,802,2026-03-28T19:02:25.664Z,True,"Trader consensus on Polymarket overwhelmingly backs the 65-89 tweet range at 100% implied probability for Elon Musk's X activity from March 26 to 28, 2026, anchored by verified real-time tallies confirming 76 posts to date amid the market's imminent resolution around noon ET today. Musk's steady cadence of 20-30 daily posts—fueled by viral commentary on Tesla FSD's European promise, Grok's accelerating smarts, and pointed political swipes at the uniparty—aligns with his established pattern as a pop culture provocateur driving massive engagement without disruptive spikes from launches or controversies. This skin-in-the-game crowd wisdom reflects X's transparent metrics, leaving slim upset paths like a final-hour frenzy exceeding 13 more posts or rare counting disputes over quotes and replies.",0,
bitcoin-above-on-december-26,Bitcoin above ___ on December 26?,111896,3331408.520645,True,False,False,0,,,,0,
bitcoin-above-on-january-10,Bitcoin above ___ on January 10?,141140,3330071.294306,True,False,False,0,,,,0,
