market_slug,market_title,annotation_timestamp,annotation_title,claimed_source,url,actual_domain,issue_type,http_status
colombia-presidential-election,Colombia Presidential Election,2025-12-02 12:00:00+00,"Polls confirm left's unified candidacy with Iván Cepeda leading, right suffers infighting",ColombiaOne,https://colombiaone.com/2025/12/02/colombia-2026-elections-left-leads-polls-infighting-deepens-right/,colombiaone.com,pink slime,200
colombia-presidential-election,Colombia Presidential Election,2025-12-07 12:00:00+00,Abelardo de la Espriella Skips Right-Wing Primary to Run Directly to First Round,Colombia One,https://colombiaone.com/2025/12/08/colombia-de-la-espriella-skips-right-wing-primary-presidential-race/,colombiaone.com,pink slime,200
colombia-presidential-election,Colombia Presidential Election,2025-12-08 12:00:00+00,Abelardo De la Espriella Confirms He Will Skip Right-Wing Primary,Colombia One,https://colombiaone.com/2025/12/08/colombia-de-la-espriella-skips-right-wing-primary-presidential-race/,colombiaone.com,pink slime,200
colombia-presidential-election,Colombia Presidential Election,2025-12-09 12:00:00+00,Luis Gilberto Murillo registers candidacy with 1.2 million signatures,Infobae,https://www.infobae.com/colombia/2025/12/10/luis-gilberto-murillo-oficializo-su-aspiracion-a-la-presidencia,infobae.com,dead link,404
colombia-presidential-election,Colombia Presidential Election,2025-12-10 12:00:00+00,Iván Cepeda Castro gains traction with policy proposals,AP News,https://apnews.com/article/colombia-election-policy-proposals,apnews.com,dead link,404
colombia-presidential-election,Colombia Presidential Election,2025-12-18 12:00:00+00,Right-Wing Coalition Forms 'Gran Consulta' to Unify Opposition,Colombia One,https://colombiaone.com/2025/12/18/colombia-right-divided-ahead-2026-elections/,colombiaone.com,pink slime,200
colombia-presidential-election,Colombia Presidential Election,2025-12-18 12:00:00+00,Right-wing remains divided despite 'Gran Consulta' coalition efforts,ColombiaOne,https://colombiaone.com/2025/12/18/colombia-right-divided-ahead-2026-elections/,colombiaone.com,pink slime,200
colombia-presidential-election,Colombia Presidential Election,2025-12-18 12:00:00+00,Juan Daniel Oviedo joins right‑wing “Gran Consulta” coalition,ColombiaOne,https://colombiaone.com/2025/12/18/colombia-right-divided-ahead-2026-elections/,colombiaone.com,pink slime,200
colombia-presidential-election,Colombia Presidential Election,2025-12-20 12:00:00+00,Paloma Valencia surges after strong debate performance,AP News,https://apnews.com/article/colombia-debate-paloma-valencia-2025,apnews.com,dead link,404
colombia-presidential-election,Colombia Presidential Election,2025-12-26 12:00:00+00,Abelardo de la Espriella rises as right-wing frontrunner in polls and markets,ColombiaOne,https://colombiaone.com/2025/12/26/colombia-election-polymarket-cepeda-de-la-espriella-polls/,colombiaone.com,pink slime,200
colombia-presidential-election,Colombia Presidential Election,2025-12-26 12:00:00+00,Polymarket prediction market shows tight race between Iván Cepeda and Abelardo de la Espriella,ColombiaOne,https://colombiaone.com/2025/12/26/colombia-election-polymarket-cepeda-de-la-espriella-polls/,colombiaone.com,pink slime,200
colombia-presidential-election,Colombia Presidential Election,2025-12-26 12:00:00+00,Prediction markets show tight race between Cepeda and De la Espriella,ColombiaOne,https://colombiaone.com/2025/12/26/colombia-election-polymarket-cepeda-de-la-espriella-polls/,colombiaone.com,pink slime,200
colombia-presidential-election,Colombia Presidential Election,2026-01-07 12:00:00+00,Abelardo de la Espriella Challenges Main Left-Wing Rival Iván Cepeda to Presidential Debate,Colombia One,https://colombiaone.com/2026/01/07/abelardo-de-la-espriella-ivan-cepeda-debate/,colombiaone.com,pink slime,200
colombia-presidential-election,Colombia Presidential Election,2026-01-09 12:00:00+00,Presumed Attempt on Abelardo de la Espriella's Campaign Frustrated in Envigado,NTN24,https://www.ntn24.com/noticias-politica/frustran-presunto-atentado-contra-el-candidato-abelardo-de-la-espriella-en-colombia-persona-armada-se-hizo-pasar-por-escolta-en-acto-de-campana-621865,ntn24.com,dead link,"ERR:[Errno 8] nodename nor servname provided, or not known"
colombia-presidential-election,Colombia Presidential Election,2026-01-10 12:00:00+00,Luis Gilberto Murillo withdraws from presidential race,AP News,https://apnews.com/article/colombia-murillo-withdrawal-2026,apnews.com,dead link,404
colombia-presidential-election,Colombia Presidential Election,2026-01-10 12:00:00+00,Poll shows De La Espriella would defeat Cepeda in presidential runoff,ColombiaOne,https://colombiaone.com/2026/01/10/colombia-de-la-espriella-cepeda/,colombiaone.com,pink slime,200
colombia-presidential-election,Colombia Presidential Election,2026-01-13 12:00:00+00,"Luis Gilberto Murillo withdraws from presidential race, endorses Iván Cepeda",ColombiaOne,https://colombiaone.com/2026/05/06/colombia-murillo-drops-out-backs-cepeda/,colombiaone.com,pink slime,200
colombia-presidential-election,Colombia Presidential Election,2026-01-13 12:00:00+00,Iván Cepeda Denounces False Health Rumors and Confirms He Will Not Withdraw from Campaign,Pulzo,https://www.pulzo.com/nacion/ivan-cepeda-tiene-cancer-se-va-retirar-campana-presidencial-PP4991517A,pulzo.com,pink slime,200
colombia-presidential-election,Colombia Presidential Election,2026-01-19 12:00:00+00,De La Espriella urges Trump to demand full guarantees for Colombian democracy,ColombiaOne,https://colombiaone.com/2026/01/19/de-la-espriella-trump/,colombiaone.com,pink slime,200
colombia-presidential-election,Colombia Presidential Election,2026-01-28 12:00:00+00,Federico Gutiérrez's Creemos Movement Officially Endorses Abelardo de la Espriella,Colombia One,https://colombiaone.com/2026/01/29/colombia-de-la-espriella-support-presidential-bid/,colombiaone.com,pink slime,200
colombia-presidential-election,Colombia Presidential Election,2026-02-03 12:00:00+00,"Gustavo Petro meets US President Trump, easing diplomatic tensions",AP News,https://apnews.com/article/colombia-us-petro-meeting-trump-2026,apnews.com,dead link,404
colombia-presidential-election,Colombia Presidential Election,2026-02-07 12:00:00+00,Abelardo de la Espriella signals political reconciliation with Vicky Dávila,Pulzo,https://www.pulzo.com/elecciones-colombia-2026/abelardo-espriella-podria-reconciliar-con-vicky-davila-manda-mensaje-PP5035228,pulzo.com,pink slime,200
colombia-presidential-election,Colombia Presidential Election,2026-02-09 12:00:00+00,Cepeda files criminal complaint against ex‑president Pastrana over Epstein‑Maxwell documents,ColombiaOne,https://colombiaone.com/2026/02/10/ivan-cepeda-sue-pastrana-epstein-maxwell-connection/,colombiaone.com,pink slime,200
colombia-presidential-election,Colombia Presidential Election,2026-02-09 12:00:00+00,Iván Cepeda Files Criminal Complaint Against Former President Andrés Pastrana Over Epstein Files,Colombia One,https://colombiaone.com/2026/02/10/ivan-cepeda-sue-pastrana-epstein-maxwell-connection/,colombiaone.com,pink slime,200
colombia-presidential-election,Colombia Presidential Election,2026-02-10 12:00:00+00,Iván Cepeda files criminal complaint against ex-president Pastrana over Epstein-Maxwell links,ColombiaOne,https://colombiaone.com/2026/02/10/ivan-cepeda-sue-pastrana-epstein-maxwell-connection/,colombiaone.com,pink slime,200
colombia-presidential-election,Colombia Presidential Election,2026-03-01 12:00:00+00,Ex-mayor Jaime Andrés Beltrán joins Abelardo de la Espriella's campaign as regional manager,Pulzo,https://www.pulzo.com/elecciones-colombia-2026/abelardo-espriella-tiene-nuevo-aliado-exalcalde-bucaramanga-se-sumo-PP5003525A,pulzo.com,pink slime,200
colombia-presidential-election,Colombia Presidential Election,2026-03-05 12:00:00+00,Iván Cepeda Castro peaks in polls amid strong campaign performance,AP News,https://apnews.com/article/colombia-election-polls-march-2026,apnews.com,dead link,404
colombia-presidential-election,Colombia Presidential Election,2026-03-05 12:00:00+00,Sergio Fajardo exits race after poor poll results,AP News,https://apnews.com/article/colombia-fajardo-withdrawal-2026,apnews.com,dead link,404
colombia-presidential-election,Colombia Presidential Election,2026-03-08 12:00:00+00,Iván Cepeda incriminated by child‑victim video; Vicky Dávila condemns him,Pulzo,https://www.pulzo.com/elecciones-colombia-2026/ivan-cepeda-fue-increpado-por-victimas-infantiles-farc-vicky-reacciono-PP5187319,pulzo.com,pink slime,200
colombia-presidential-election,Colombia Presidential Election,2026-03-09 12:00:00+00,Frustrated assassination attempt on Abelardo de la Espriella during campaign event,NTN24,https://www.ntn24.com/noticias-politica/frustran-presunto-atentado-contra-el-candidato-abelardo-de-la-espriella-en-colombia-persona-armada-se-hizo-pasar-por-escolta-en-acto-de-campana-621865,ntn24.com,dead link,"ERR:[Errno 8] nodename nor servname provided, or not known"
colombia-presidential-election,Colombia Presidential Election,2026-03-09 12:00:00+00,Iván Cepeda announces Aída Quilcué as vice-presidential running mate,ColombiaOne,https://colombiaone.com/2026/03/09/colombia-ivan-cepeda-running-mate-presidential-election/,colombiaone.com,pink slime,200
colombia-presidential-election,Colombia Presidential Election,2026-03-14 12:00:00+00,Victims of FARC publicly rebuke Iván Cepeda – Vicky Dávila weighs in,Pulzo,https://www.pulzo.com/elecciones-colombia-2026/ivan-cepeda-fue-increpado-por-victimas-infantiles-farc-vicky-reacciono-PP5187319,pulzo.com,pink slime,200
colombia-presidential-election,Colombia Presidential Election,2026-03-17 12:00:00+00,Security incident: Suspected intelligence operation foiled during Abelardo de la Espriella campaign event in Envigado,NTN24,https://www.ntn24.com/noticias-politica/frustran-presunto-atentado-contra-el-candidato-abelardo-de-la-espriella-en-colombia-persona-armada-se-hizo-pasar-por-escolta-en-acto-de-campana-621865,ntn24.com,dead link,"ERR:[Errno 8] nodename nor servname provided, or not known"
colombia-presidential-election,Colombia Presidential Election,2026-03-18 12:00:00+00,Abelardo de la Espriella's support plummets amid controversy,AP News,https://apnews.com/article/colombia-election-scandal-2026,apnews.com,dead link,404
colombia-presidential-election,Colombia Presidential Election,2026-03-19 12:00:00+00,Paloma Valencia surges in polls after strong debate showing,AP News,https://apnews.com/article/colombia-election-debate-march-2026,apnews.com,dead link,404
colombia-presidential-election,Colombia Presidential Election,2026-03-19 12:00:00+00,Former Interior Minister Juan Fernando Cristo endorses Iván Cepeda's presidential campaign,ColombiaOne,https://colombiaone.com/2026/03/19/colombia-former-minister-cristo-joins-ivan-cepeda-presidential-campaign/,colombiaone.com,pink slime,200
colombia-presidential-election,Colombia Presidential Election,2026-03-22 12:00:00+00,"Poll shows Paloma Valencia surges to second place, challenging Iván Cepeda",ColombiaOne,https://colombiaone.com/2026/03/22/poll-valencia-surges-past-delaespriella/,colombiaone.com,pink slime,200
colombia-presidential-election,Colombia Presidential Election,2026-03-25 12:00:00+00,Paloma Valencia's campaign surges after major policy announcement,Colombian Policy Watch,https://example.com/valencia-policy-2026-03-25,example.com,dead link,404
colombia-presidential-election,Colombia Presidential Election,2026-03-31 12:00:00+00,Abelardo de la Espriella vows to deploy army to streets amid rising campaign tensions,ColombiaOne,https://colombiaone.com/2026/03/31/colombia-candidate-de-la-espriella-army-streets/,colombiaone.com,pink slime,200
colombia-presidential-election,Colombia Presidential Election,2026-04-01 12:00:00+00,Abelardo de la Espriella invests 195 million pesos in private electoral tracking service,Pulzo,https://www.pulzo.com/elecciones-colombia-2026/abelardo-espriella-invierte-195-millones-encuesta-atlas-intel-PP5188968,pulzo.com,pink slime,200
colombia-presidential-election,Colombia Presidential Election,2026-04-08 12:00:00+00,Paloma Valencia reaches peak support amid campaign momentum,AP News,https://apnews.com/article/colombia-election-april-2026,apnews.com,dead link,404
colombia-presidential-election,Colombia Presidential Election,2026-04-12 12:00:00+00,Roy Barreras eliminated in inter‑party primaries,AP News,https://apnews.com/article/colombia-barreras-primary-2026,apnews.com,dead link,404
colombia-presidential-election,Colombia Presidential Election,2026-04-14 12:00:00+00,"Vicky Dávila leaves Paloma Valencia’s coalition, returns to journalism",ColombiaOne,https://colombiaone.com/2026/04/14/colombia-vicky-davila-returns-journalism/,colombiaone.com,pink slime,200
colombia-presidential-election,Colombia Presidential Election,2026-04-19 12:00:00+00,Paloma Valencia's support peaks amid growing media attention,Colombian Media Outlet,https://example.com/valencia-media-2026-04-19,example.com,dead link,404
colombia-presidential-election,Colombia Presidential Election,2026-04-20 12:00:00+00,Carlos Felipe Córdoba’s campaign disbands amid funding scandal,AP News,https://apnews.com/article/colombia-cordoba-scandal-2026,apnews.com,dead link,404
colombia-presidential-election,Colombia Presidential Election,2026-04-23 12:00:00+00,Colombia announces first international audit of presidential election systems,ColombiaOne,https://colombiaone.com/2026/04/29/colombia-international-audit-presidential-election/,colombiaone.com,pink slime,200
colombia-presidential-election,Colombia Presidential Election,2026-04-23 12:00:00+00,Former Bucaramanga mayor joins De la Espriella’s campaign as regional manager,Pulzo.com,https://www.pulzo.com/elecciones-colombia-2026/abelardo-espriella-tiene-nuevo-aliado-exalcalde-bucaramanga-se-sumo-PP5003525A,pulzo.com,pink slime,200
colombia-presidential-election,Colombia Presidential Election,2026-04-23 12:00:00+00,Iván Cepeda faces public criticism over conflict victims,Pulzo.com,https://www.pulzo.com/elecciones-colombia-2026/ivan-cepeda-fue-increpado-por-victimas-infantiles-farc-vicky-reacciono-PP5187319,pulzo.com,pink slime,200
colombia-presidential-election,Colombia Presidential Election,2026-04-26 12:00:00+00,Jaime Andrés Beltrán joins Abelardo de la Espriella’s campaign as regional manager,Pulzo,https://www.pulzo.com/elecciones-colombia-2026/abelardo-espriella-tiene-nuevo-aliado-exalcalde-bucaramanga-se-sumo-PP5003525A,pulzo.com,pink slime,200
colombia-presidential-election,Colombia Presidential Election,2026-05-01 12:00:00+00,Vicky Dávila drops out after health issues,AP News,https://apnews.com/article/colombia-davila-withdrawal-2026,apnews.com,dead link,404
colombia-presidential-election,Colombia Presidential Election,2026-05-02 12:00:00+00,Abelardo de la Espriella unveils 20 million‑peso luxury campaign watch,Pulzo,https://www.pulzo.com/elecciones-colombia-2026/abelardo-espriella-lanzo-reloj--20-millones-su-campana-PP5037450A,pulzo.com,pink slime,200
colombia-presidential-election,Colombia Presidential Election,2026-05-03 12:00:00+00,De la Espriella launches $20 million luxury watch ‘Tigris uno’,Pulzo,https://www.pulzo.com/elecciones-colombia-2026/abelardo-espriella-lanzo-reloj--20-millones-su-campana-PP5037450A,pulzo.com,pink slime,200
colombia-presidential-election,Colombia Presidential Election,2026-05-05 12:00:00+00,Abelardo de la Espriella rebounds in final campaign stretch,AP News,https://apnews.com/article/colombia-election-may-2026,apnews.com,dead link,404
colombia-presidential-election,Colombia Presidential Election,2026-05-05 12:00:00+00,Iván Cepeda denounces armed‑group pressure on voters,RTVC Noticias,https://www.rtvcnoticias.com/politica/ivan-cepeda-denuncia-presiones-de-grupos-armados-para-las-elecciones-del-31-de-mayo,rtvcnoticias.com,dead link,404
colombia-presidential-election,Colombia Presidential Election,2026-05-06 12:00:00+00,Ex‑Bucaramanga mayor joins de la Espriella’s campaign as regional manager,Pulzo,https://www.pulzo.com/elecciones-colombia-2026/abelardo-espriella-tiene-nuevo-aliado-exalcalde-bucaramanga-se-sumo-PP5003525A,pulzo.com,pink slime,200
colombia-presidential-election,Colombia Presidential Election,2026-05-11 12:00:00+00,Abelardo de la Espriella rebounds with strong campaign events,AP News,https://apnews.com/article/colombia-election-campaign-boost,apnews.com,dead link,404
colombia-presidential-election,Colombia Presidential Election,2026-05-12 12:00:00+00,Victims of child killings slam Iván Cepeda in viral video,Pulzo.com,https://www.pulzo.com/elecciones-colombia-2026/ivan-cepeda-fue-increpado-por-victimas-infantiles-farc-vicky-reacciono-PP5187319,pulzo.com,pink slime,200
colombia-presidential-election,Colombia Presidential Election,2026-05-13 12:00:00+00,Cepeda asks Colombian prosecutor to investigate Haitian ambassador,Pulzo,https://www.pulzo.com/elecciones-colombia-2026/ivan-cepeda-pide-investigar-embajadora-haiti-vilma-velasquez-PP5178654,pulzo.com,pink slime,200
colombia-presidential-election,Colombia Presidential Election,2026-05-17 12:00:00+00,Final polls show close race between Abelardo de la Espriella and Iván Cepeda Castro,AP News,https://apnews.com/article/colombia-election-final-polls,apnews.com,dead link,404
colombia-presidential-election,Colombia Presidential Election,2026-05-17 12:00:00+00,Controversy over Iván Cepeda's refusal to attend debates,Pulzo,https://www.pulzo.com/elecciones-colombia-2026/recuerdan-ivan-cepeda-criticas-rodolfo-hernandez-no-ir-debates-PP5145565A,pulzo.com,pink slime,200
colombia-presidential-election,Colombia Presidential Election,2026-05-18 12:00:00+00,Abelardo de la Espriella and Iván Cepeda Castro lead final polls before election,AP News,https://apnews.com/article/colombia-election-final-polls-2026,apnews.com,dead link,404
colombia-presidential-election,Colombia Presidential Election,2026-05-20 12:00:00+00,Colombia’s ELN rebels and FARC dissidents announce ceasefire for presidential election,Reuters,https://www.internazionale.it/ultime-notizie-reuters/2026/05/21/colombia-s-eln-rebels-farc-dissidents-announce-ceasefire-for-presidential-election,internazionale.it,wrong outlet,200
colombia-presidential-election,Colombia Presidential Election,2026-05-20 12:00:00+00,Abelardo de la Espriella holds high-energy campaign closing rally in Bogotá,ColombiaOne,https://colombiaone.com/2026/05/21/colombia-campaign-closing-rally-for-abelardo-de-la-espriella/,colombiaone.com,pink slime,200
colombia-presidential-election,Colombia Presidential Election,2026-05-27 12:00:00+00,Iván Cepeda faces complaints for violating electoral silence with campaign events,Pulzo,https://www.pulzo.com/elecciones-colombia-2026/revelan-denuncias-contra-ivan-cepeda-antes-elecciones-colombia-2026-PP5195505,pulzo.com,pink slime,200
colombia-presidential-election,Colombia Presidential Election,2026-05-28 12:00:00+00,Ex‑Bucaramanga mayor joins Espriella’s campaign as regional manager,Pulzo,https://www.pulzo.com/elecciones-colombia-2026/abelardo-espriella-tiene-nuevo-aliado-exalcalde-bucaramanga-se-sumo-PP5003525A,pulzo.com,pink slime,200
colombia-presidential-election,Colombia Presidential Election,2026-05-31 12:00:00+00,"First‑round results send Espriella to runoff, Cepeda falls short of 50 % threshold",Reuters,https://www.nytimes.com/2026/05/31/world/americas/colombia-election-president-candidates.html,nytimes.com,dead link,"ERR:[Errno 8] nodename nor servname provided, or not known"
colombia-presidential-election,Colombia Presidential Election,2026-05-31 12:00:00+00,Paloma Valencia endorses Abelardo de la Espriella for runoff,ColombiaOne,https://colombiaone.com/2026/05/31/colombia-paloma-valencia-support-de-la-espriella/,colombiaone.com,pink slime,200
colombia-presidential-election,Colombia Presidential Election,2026-06-04 12:00:00+00,National Electoral Council certifies first-round election results,ColombiaOne,https://colombiaone.com/2026/06/04/cne-certifies-election-results-in-colombia-and-victory-of-abelardo-de-la-espriella/,colombiaone.com,pink slime,200
colombia-presidential-election,Colombia Presidential Election,2026-06-04 12:00:00+00,National Electoral Council certifies first-round results and runoff candidates,ColombiaOne,https://colombiaone.com/2026/06/04/cne-certifies-election-results-in-colombia-and-victory-of-abelardo-de-la-espriella/,colombiaone.com,pink slime,200
colombia-presidential-election,Colombia Presidential Election,2026-06-14 12:00:00+00,Abelardo de la Espriella's campaign surges ahead before runoff,Pulzo,https://www.pulzo.com/elecciones-colombia-2026/abelardo-espriella-lanzo-reloj--20-millones-su-campana-PP5037450A,pulzo.com,pink slime,200
colombia-presidential-election,Colombia Presidential Election,2026-06-17 12:00:00+00,Claudia López endorses Iván Cepeda for runoff,Colombia One,https://colombiaone.com/2026/06/17/colombia-claudia-lopez-vote-ivan-cepeda-independent/,colombiaone.com,pink slime,200
democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-16 12:00:00+00,Gavin Newsom's chances spike amid public feuds with Trump officials,Latin Times,https://www.latintimes.com/gavin-newsoms-chances-clinching-2028-dem-nomination-see-spike-while-publicly-feuding-trump.htm,latintimes.com,dead link,404
democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-21 12:00:00+00,"Joe Biden withdraws from 2024 race, endorses Kamala Harris as Democratic nominee",2R Vision News,https://2rvisionnews.com/kamala-harris-is-democratic-presidential-nominee/,2rvisionnews.com,dead link,"ERR:[Errno 8] nodename nor servname provided, or not known"
democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-07-31 12:00:00+00,Jon Stewart teases 2028 presidential speculation on X,The Daily Beast,https://www.thedailybeast.com/obsessed/jon-stewart-roasts-his-1-rival-for-2028-democratic-nom,thedailybeast.com,dead link,404
democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-08-01 12:00:00+00,Kamala Harris hints at 2028 presidential run in CBS interview,CNN,https://madison365.com/kamala-harris-says-she-is-thinking-about-running-in-2028-presidential-election/,madison365.com,wrong outlet,200
democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-08-14 12:00:00+00,Gavin Newsom accuses Trump of plotting unconstitutional third term,Meaww,https://news.meaww.com/gavin-newsom-mocked-for-linking-trump-2028-hat-to-possible-presidential-run-these-libs-are-so-easy,news.meaww.com,pink slime,200
democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-08-29 12:00:00+00,Andy Beshear releases faithâbased memoir ahead of 2028 speculation,Headtopics,https://us.headtopics.com/news/kentucky-gov-andy-beshear-to-release-book-centered-on-79987659,us.headtopics.com,pink slime,200
democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-09-18 12:00:00+00,Kamala Harris announces she will not run for California governor,AP News,https://apnews.com/article/kamala-harris-declines-governor-run-2025,apnews.com,dead link,404
democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-09-23 12:00:00+00,Alexandria Ocasio-Cortez weighs presidential bid options,The Hill,https://rokksolutions.com/news/the-hill-ocasio-cortez-eyeing-senate-or-white-house-bid/,rokksolutions.com,wrong outlet,200
democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-09-24 12:00:00+00,"Gov. Gavin Newsom blasts Donald Trump on âThe Late Show,â calling him a vulgar insult",Times of America,https://timesofamerica.news/newsoms-explosive-trump-takedown-stuns-nation/,timesofamerica.news,dead link,404
democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-10-15 12:00:00+00,Jon Ossoff endorses a rival candidate in California governorâs race,AP News,https://apnews.com/article/ossoff-endorses-california-governor-2025,apnews.com,dead link,404
democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-10-15 12:00:00+00,Kamala Harrisâs poll support plunges to historic low,AP News,https://apnews.com/article/kamala-harris-poll-drop-2025,apnews.com,dead link,404
democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-10-23 12:00:00+00,Gavin Newsom says he will seriously consider 2028 White House run after 2026 midterms,MEAAW News,https://news.meaww.com/gavin-newsom-says-he-will-seriously-consider-a-run-for-the-white-house-after-2026-midterms,news.meaww.com,pink slime,200
democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-11-01 12:00:00+00,"Kamala Harris drops out of 2028 presidential speculation, focusing on Senate duties",AP News,https://apnews.com/article/kamala-harris-2028-speculation,apnews.com,dead link,404
democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-11-14 12:00:00+00,Alexandria OcasioâCortez endorses a rival in California governor primary,AP News,https://apnews.com/article/ocasio-cortez-endorsement-2025,apnews.com,dead link,404
democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-11-30 12:00:00+00,Alexandria OcasioâCortezâs fundraising shortfall disclosed,AP News,https://apnews.com/article/occasio-cortez-fundraising-2025,apnews.com,dead link,404
democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-12-05 12:00:00+00,Jonâ¯Ossoff exits California governor contest,AP News,https://apnews.com/article/jon-ossoff-withdraws-governor-race-2025,apnews.com,dead link,404
democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-12-14 12:00:00+00,Axios: Former VP Kamala Harris signals possible 2028 presidential run,Meaww,https://news.meaww.com/kamala-harris-signals-possible-2028-presidential-run-amid-increased-political-visibility-report,news.meaww.com,pink slime,200
democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-12-14 12:00:00+00,"Bernie Sanders backs California billionaire tax, opposing Gov. Newsom",AP News,https://apnews.com/article/california-billionaires-bernie-sanders-gavin-newsom,apnews.com,dead link,404
democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2025-12-25 12:00:00+00,Jennifer Siebel Newsom shares family Christmas card amid 2028 speculation,The Daily Beast,https://gage.news/art/gavin-newsoms-wife-jennifer-siebel-newsom-shares-familys-christmas-card/,gage.news,dead link,404
democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2026-01-10 12:00:00+00,Pete Buttigieg visits Pittsburgh to highlight infrastructure progress,PIT Transformed,https://www.pittransformed.com/pete-buttigieg-visits-pittsburgh-region-to-examine-infrastructure-improvement/,pittransformed.com,dead link,"ERR:[Errno 8] nodename nor servname provided, or not known"
democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2026-01-13 12:00:00+00,Joshâ¯Shapiroâs campaign suffers fundraising shortfall,AP News,https://apnews.com/article/josh-shapiro-fundraising-2026,apnews.com,dead link,404
democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2026-01-30 12:00:00+00,Georgia GOP criticizes Jon Ossoff over Laken Riley Act vote,NRSC,https://www.nrsc.org/press-releases/georgia-gop-chairman-josh-mckoon-op-ed-georgians-cant-trust-jon-ossoff-2026-01-30/,nrsc.org,dead link,"ERR:[Errno 8] nodename nor servname provided, or not known"
democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2026-02-01 12:00:00+00,Kamala Harris' support declines amid shifting Democratic dynamics post-2024 election,AP News,https://apnews.com/hub/kamala-harris,apnews.com,wrong outlet,200
democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2026-02-05 12:00:00+00,Jon Ossoffâs Senate race draws criticism over staff hiring ethics,AP News,https://apnews.com/article/georgia-congress-ethics-mike-collins-1e5d,apnews.com,dead link,404
democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2026-02-06 12:00:00+00,Peteâ¯Buttigiegâs poll numbers dip after debate performance,AP News,https://apnews.com/article/pete-buttigieg-debate-2026,apnews.com,dead link,404
democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2026-02-22 12:00:00+00,Donald Trump mocks Gavin Newsom's 2028 presidential prospects,Meaww,https://news.meaww.com/trump-mocks-gavin-newsom-claims-he-dropped-out-of-2028-presidential-race,news.meaww.com,pink slime,200
democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2026-02-24 12:00:00+00,Gavin Newsom says he is 'punching a bully back' in social media attacks on Trump,NPR,https://www.kclu.org/arts-culture/2026-02-24/gavin-newsom-says-hes-punching-a-bully-back-when-he-trolls-trump,kclu.org,wrong outlet,200
democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2026-03-03 12:00:00+00,James Talarico wins Democratic primary for U.S. Senate in Texas,KERA News,https://www.keranews.org/2026-03-03/james-talarico-beats-jasmine-crockett-in-democratic-primary-for-u-s-senate-in-texas,keranews.org,dead link,404
democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2026-03-03 12:00:00+00,Josh Shapiro's rising profile linked to Philadelphia's 2028 DNC bid,Axios,https://montco.today/2026/03/josh-shapiro-potential-presidential-nomination/,montco.today,wrong outlet,200
democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2026-03-04 12:00:00+00,James Talarico wins Texas Democratic Senate primary,The New York Times,https://www.nytimes.com/2026/03/04/us/politics/james-talarico-texas-senate.html,nytimes.com,dead link,"ERR:[Errno 8] nodename nor servname provided, or not known"
democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2026-03-10 12:00:00+00,Pete Buttigiegâs campaign announces withdrawal from 2028 race,AP News,https://apnews.com/article/pete-buttigieg-withdraws-2028-presidential-race,apnews.com,dead link,404
democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2026-03-13 12:00:00+00,Josh Shapiro declines to discuss 2028 presidential run on Bill Maher show,MEAW,https://news.meaww.com/josh-shapiro-tells-off-bill-maher-as-he-asks-about-2028-run-i-refuse-to-take-any-of-your-bait,news.meaww.com,pink slime,200
democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,2026-03-14 12:00:00+00,Kamala Harris announces she will not run for 2028 Democratic nomination,AP News,https://apnews.com/article/kamala-harris-declines-2028-presidential-run,apnews.com,dead link,404
